channel,laser,autolevel,t_ms,tp,tp_err,tp_rms_err,pd_flux_ph_s,pd_flux_err_ph_s,laser_flux_ph_s,laser_flux_err_ph_s,pd_route_tx,laser_route_tx,atten_tx,pd_raw,pd_mv,pd_net_mv,pd_mean_net_mv,pd_mean_net_err_mv,laser_current_ma,atten_db,wavelength_nm,pd_ontime_s,laser_current_ontime_s,flags
yj_m,,False,1789432112733,nan,nan,nan,0.0,103484.16134549375,336.44265060706283,145.0917985111241,0.98,3.88119393721e-08,3.8446999739014306e-08,12,0.75,-0.39937500000000004,-0.04437500000000003,0.36449560611206283,250.0,74.1513754526774,1028.01,85,0,()
yj_m,,False,1789432113789,-84.00307444131383,107.00985818411957,100.6913436418103,0.0,102985.23280891012,1011.8169177683418,436.34876879640484,0.98,3.88119393721e-08,1.1562542591784306e-07,12,0.75,-0.39937500000000004,-0.08437500000000003,0.36273826221533356,250.0,69.3694665448272,1028.01,85,0,()
yj_m,,False,1789432113902,-48.315715109249055,75.08955256138192,70.6512132399419,0.0,101894.65394994905,3043.2229734209736,1312.3980972308705,0.98,3.88119393721e-08,3.477644485732223e-07,7,0.4375,-0.711875,-0.16937500000000003,0.35889698643900597,250.0,64.58714817323644,1028.01,85,0,()
yj_m,,False,1789432114014,-35.735611634639184,54.66618535226463,51.13964128970881,0.0,102034.97124565007,9128.456657397786,3936.6715000695717,0.98,3.88119393721e-08,1.043154814323676e-06,23,1.4375,0.28812499999999996,-0.11687500000000003,0.35939121702540267,250.0,59.81651233263708,1028.01,86,0,()
yj_m,,False,1789432114128,-27.700484467719768,43.19334325547462,40.44683794252001,0.0,102021.14572165493,27474.465763771084,11848.43730010183,0.98,3.88119393721e-08,3.139645868748513e-06,17,1.0625,-0.08687500000000004,-0.14187500000000003,0.35934252027139796,250.0,55.03119334704403,1028.01,86,0,()
yj_m,,False,1789432114240,-12.878482199022105,25.49599728194746,24.004902780464437,0.0,102477.1897315227,82070.47416413484,35393.1128519206,0.98,3.88119393721e-08,9.378607299270377e-06,15,0.9375,-0.21187500000000004,-0.046875000000000035,0.3609488147577161,250.0,50.27861648523751,1028.01,86,0,()
yj_m,,False,1789432114352,-3.7133043432374415,10.661168728748383,9.755963493123387,1596.997049641895,102669.91417285726,247096.10223361244,106560.85907501406,0.98,3.88119393721e-08,2.823691871689147e-05,17,1.0625,-0.08687500000000004,0.005624999999999964,0.3616276356627077,250.0,45.49182696333462,1028.01,86,0,()
yj_m,,False,1789432114464,0.7480580703258223,2.6986652948864553,2.609876755955228,13663.196980269624,101929.05943754698,742212.1559900172,320080.9897172707,0.98,3.88119393721e-08,8.481632907169349e-05,25,1.5625,0.41312499999999996,0.048124999999999966,0.359018170675246,250.0,40.71520528131993,1028.01,86,0,()
yj_m,,False,1789432114576,0.7872615824041005,1.018907108654079,0.8882847832861733,1104589.626002317,591436.5242453798,2235711.245943094,964156.491574793,0.98,3.88119393721e-08,0.00025548600789522205,647,40.4375,39.288125,3.890624999999998,2.083178832187722,250.0,35.92632879718279,1028.01,86,0,()
yj_m,,False,1789432114690,1.7012866218584346,1.0026435928861386,0.5921980275692292,8682872.95890304,3244374.0769058275,6682599.725400476,2881889.1158383493,0.98,3.88119393721e-08,0.0007636543982602175,2938,183.625,182.475625,30.58312500000001,11.42745015508162,250.0,31.171031425848543,1028.01,86,1,()
