channel,laser,autolevel,t_ms,tp,tp_err,tp_rms_err,pd_flux_ph_s,pd_flux_err_ph_s,laser_flux_ph_s,laser_flux_err_ph_s,pd_route_tx,laser_route_tx,atten_tx,pd_raw,pd_mv,pd_net_mv,pd_mean_net_mv,pd_mean_net_err_mv,laser_current_ma,atten_db,wavelength_nm,pd_ontime_s,laser_current_ontime_s,flags
yj_m,,False,1789407327475,nan,nan,nan,0.0,117007.58933383708,225063.5436586137,79283.46725470439,1.0,1.0,9.98209975943223e-13,-19,-1.1875,0.6125,-0.12499999999999996,0.42053908855182526,250.0,120.00778094181933,1028.01,15,0,()
yj_m,,False,1789407328554,-0.03091498433170614,0.20797139272333026,0.19542166692865953,0.0,117509.00686836502,674993.9735185122,237781.12495088493,1.0,1.0,2.9937577055560916e-12,-41,-2.5625,-0.7625,-0.11999999999999997,0.4223412423621448,250.0,115.23783351420506,1028.01,15,0,()
yj_m,,False,1789407328661,-0.058869918511504374,0.1463364485267946,0.136329284538133,0.0,117538.4838317247,2009447.3297185123,707870.9815724234,1.0,1.0,8.912373537048951e-12,-38,-2.375,-0.575,-0.08499999999999996,0.4224471860481496,250.0,110.50006619558195,1028.01,15,0,()
yj_m,,False,1789407328768,-0.04408798233411159,0.10090762411710487,0.09420485478912462,0.0,117724.8902742879,6073483.168815583,2139514.894812061,1.0,1.0,2.6937332405247334e-11,-38,-2.375,-0.575,-0.12500000000000003,0.4231171528075882,250.0,105.6964541451664,1028.01,15,0,()
yj_m,,False,1789407328875,-0.033910681108025933,0.07844312995617059,0.0732975806959895,0.0,117897.37803983151,18123294.394785844,6384319.709618944,1.0,1.0,8.038109134757129e-11,-33,-2.0625,-0.26249999999999996,-0.1375,0.42373709419874955,250.0,100.94846101614866,1028.01,15,0,()
yj_m,,False,1789407328982,-0.03471272758565114,0.05235492229415192,0.04863884243496231,0.0,117502.74823745764,54050929.05462649,19040600.68604016,1.0,1.0,2.3972863714066296e-10,-21,-1.3125,0.48750000000000004,-0.25000000000000006,0.42231874810384623,250.0,96.20280083574605,1028.01,16,0,()
yj_m,,False,1789407329089,-0.007315159819165867,0.016194089580812757,0.015667369051200676,0.0,117164.61606461385,161077228.118457,56742913.28310145,1.0,1.0,7.1441555300941e-10,-31,-1.9375,-0.13749999999999996,-0.15000000000000008,0.42110346115889374,250.0,91.46049099314585,1028.01,16,0,()
yj_m,,False,1789407329197,-0.0025336172759016814,0.005606366789461462,0.005404998879078472,0.0,117106.78860785042,486298295.7466536,171309019.5777372,1.0,1.0,2.1568478048795667e-09,-30,-1.875,-0.07499999999999996,-0.13750000000000004,0.42089562245288314,250.0,86.66180499233553,1028.01,16,0,()
yj_m,,False,1789407329303,-0.0009359768338958961,0.0017960613124030325,0.0017263645921678518,0.0,116891.25374802433,1449782709.900295,510717098.5504808,1.0,1.0,6.4301287558487576e-09,-29,-1.8125,-0.012499999999999956,-0.115,0.4201209647232568,250.0,81.91780330746886,1028.01,16,0,()
yj_m,,False,1789407329411,-0.00028995243035947213,0.0006582057654272938,0.0006197713699516739,0.0,116882.31279759783,4366248029.984558,1538104648.5088947,1.0,1.0,1.9365341317046412e-08,-24,-1.5,0.30000000000000004,-0.09499999999999996,0.42008882989196455,250.0,77.12974844105034,1028.01,16,0,()
yj_m,,False,1789407329517,-3.7099807250866926e-05,0.00019995388176576525,0.00019716887246618662,5564.647497418918,116436.05205309948,13049331483.89589,4596907293.739959,1.0,1.0,5.7876867372057505e-08,-22,-1.375,0.42500000000000004,0.020000000000000046,0.4184849160961479,250.0,72.37494983424583,1028.01,16,1,()
yj_m,,False,1789407329624,7.0492185152008626e-06,6.29869580924793e-05,6.23032640308099e-05,16693.942492256727,116176.3021129195,39151263713.008255,13791873548.738497,1.0,1.0,1.7364510206232605e-07,-26,-1.625,0.17500000000000004,0.060000000000000046,0.4175513441482376,250.0,67.60337462150535,1028.01,16,1,()
yj_m,,False,1789407329731,-2.931423974689018e-06,2.187641163121326e-05,2.13958554928641e-05,37561.370607577584,117374.53764502553,117449591136.85532,41374141105.24204,1.0,1.0,5.209166781853197e-07,-21,-1.3125,0.48750000000000004,0.13499999999999993,0.4218579440996696,250.0,62.832317375415826,1028.01,16,1,()
yj_m,,False,1789407329838,1.7270270540900892e-06,7.726078561443169e-06,7.4222457224278595e-06,299099.80298626627,168684.47245225802,352120421186.5963,124041981340.19635,1.0,1.0,1.561737238506053e-06,62,3.875,5.675,1.0750000000000004,0.6062719068206937,250.0,58.06392034137532,1028.01,16,1,()
