channel,laser,autolevel,t_ms,tp,tp_err,tp_pd_err,pd_power_nw,pd_power_err_nw,delivered_power_nw,delivered_power_err_nw,laser_output_power_uw,laser_output_power_err_uw,pd_route_tx,laser_route_tx,atten_tx,pd_mv,pd_net_mv,pd_net_err_mv,laser_current_ma,atten_db,wavelength_nm,pd_raw,pd_ontime_s,laser_current_ontime_s,flags,step_index,step_label
yj_m,,False,1789605735131,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.25,-55.165625,318.1250163966565,0.0,85.9368330690458,1028.01,52,3,0,(),0,dark
yj_m,,False,1789605735181,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0625,-55.353125,318.1250163966565,0.0,85.9368330690458,1028.01,49,3,0,(),0,dark
yj_m,,False,1789605735231,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.875,-55.540625,318.1250163966565,0.0,85.9368330690458,1028.01,46,3,0,(),0,dark
yj_m,,False,1789605735281,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.6875,-55.728125,318.1250163966565,0.0,85.9368330690458,1028.01,43,3,0,(),0,dark
yj_m,,False,1789605735331,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.5,-54.915625,318.1250163966565,0.0,85.9368330690458,1028.01,56,3,0,(),0,dark
yj_m,,False,1789605735381,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.875,-55.540625,318.1250163966565,0.0,85.9368330690458,1028.01,46,3,0,(),0,dark
yj_m,,False,1789605735431,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.9375,-55.478125,318.1250163966565,0.0,85.9368330690458,1028.01,47,3,0,(),0,dark
yj_m,,False,1789605735481,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.25,-55.165625,318.1250163966565,0.0,85.9368330690458,1028.01,52,3,0,(),0,dark
yj_m,,False,1789605735531,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.6875,-55.728125,318.1250163966565,0.0,85.9368330690458,1028.01,43,3,0,(),0,dark
yj_m,,False,1789605735581,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0625,-55.353125,318.1250163966565,0.0,85.9368330690458,1028.01,49,3,0,(),0,dark
yj_m,,False,1789605735631,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.3125,-55.103125,318.1250163966565,0.0,85.9368330690458,1028.01,53,3,0,(),0,dark
yj_m,,False,1789605735681,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0625,-55.353125,318.1250163966565,0.0,85.9368330690458,1028.01,49,3,0,(),0,dark
yj_m,,False,1789605735731,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.625,-55.790625,318.1250163966565,0.0,85.9368330690458,1028.01,42,3,0,(),0,dark
yj_m,,False,1789605735781,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0,-55.415625,318.1250163966565,0.0,85.9368330690458,1028.01,48,3,0,(),0,dark
yj_m,,False,1789605735831,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.5625,-55.853125,318.1250163966565,0.0,85.9368330690458,1028.01,41,3,0,(),0,dark
yj_m,,False,1789605735881,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.9375,-55.478125,318.1250163966565,0.0,85.9368330690458,1028.01,47,3,0,(),0,dark
yj_m,,False,1789605735931,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.6875,-54.728125,318.1250163966565,0.0,85.9368330690458,1028.01,59,3,0,(),0,dark
yj_m,,False,1789605735981,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.5625,-55.853125,318.1250163966565,0.0,85.9368330690458,1028.01,41,3,0,(),0,dark
yj_m,,False,1789605736031,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,1.9375,-56.478125,318.1250163966565,0.0,85.9368330690458,1028.01,31,3,0,(),0,dark
yj_m,,False,1789605736081,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.0,-56.415625,318.1250163966565,0.0,85.9368330690458,1028.01,32,3,0,(),0,dark
yj_m,,False,1789605736131,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.125,-56.290625,318.1250163966565,0.0,85.9368330690458,1028.01,34,4,0,(),0,dark
yj_m,,False,1789605736181,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0,-55.415625,318.1250163966565,0.0,85.9368330690458,1028.01,48,4,0,(),0,dark
yj_m,,False,1789605736231,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.1875,-55.228125,318.1250163966565,0.0,85.9368330690458,1028.01,51,4,0,(),0,dark
yj_m,,False,1789605736281,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.6875,-55.728125,318.1250163966565,0.0,85.9368330690458,1028.01,43,4,0,(),0,dark
yj_m,,False,1789605736331,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,2.3125,-56.103125,318.1250163966565,0.0,85.9368330690458,1028.01,37,4,0,(),0,dark
yj_m,,False,1789605736381,,,,0.0,0.017103495505196586,0.0,2.719222075094158e-06,0.0,435.67499999999995,1.0,0.0024488678200343937,2.548688111110881e-09,3.0,-55.415625,318.1250163966565,0.0,85.9368330690458,1028.01,48,4,0,(),0,dark
