channel,laser,autolevel,t_ms,tp,tp_err,tp_pd_err,pd_power_nw,pd_power_err_nw,delivered_power_nw,delivered_power_err_nw,laser_output_power_uw,laser_output_power_err_uw,pd_route_tx,laser_route_tx,atten_tx,pd_mv,pd_net_mv,pd_net_err_mv,laser_current_ma,atten_db,wavelength_nm,pd_raw,pd_ontime_s,laser_current_ontime_s,flags,step_index,step_label
yj_m,,False,1789604660981,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.1875,-50.309375,302.52518613633833,0.0,94.03626549766135,1028.01,51,3,0,(),0,dark
yj_m,,False,1789604661031,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.0,-50.496875,302.52518613633833,0.0,94.03626549766135,1028.01,48,3,0,(),0,dark
yj_m,,False,1789604661081,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.625,-50.871875,302.52518613633833,0.0,94.03626549766135,1028.01,42,3,0,(),0,dark
yj_m,,False,1789604661131,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.3125,-50.184375,302.52518613633833,0.0,94.03626549766135,1028.01,53,3,0,(),0,dark
yj_m,,False,1789604661181,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.75,-50.746875,302.52518613633833,0.0,94.03626549766135,1028.01,44,3,0,(),0,dark
yj_m,,False,1789604661231,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.4375,-50.059375,302.52518613633833,0.0,94.03626549766135,1028.01,55,3,0,(),0,dark
yj_m,,False,1789604661281,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.1875,-50.309375,302.52518613633833,0.0,94.03626549766135,1028.01,51,3,0,(),0,dark
yj_m,,False,1789604661331,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.375,-50.121875,302.52518613633833,0.0,94.03626549766135,1028.01,54,3,0,(),0,dark
yj_m,,False,1789604661381,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.125,-50.371875,302.52518613633833,0.0,94.03626549766135,1028.01,50,3,0,(),0,dark
yj_m,,False,1789604661431,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.0,-50.496875,302.52518613633833,0.0,94.03626549766135,1028.01,48,3,0,(),0,dark
yj_m,,False,1789604661481,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.75,-49.746875,302.52518613633833,0.0,94.03626549766135,1028.01,60,3,0,(),0,dark
yj_m,,False,1789604661531,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.875,-50.621875,302.52518613633833,0.0,94.03626549766135,1028.01,46,3,0,(),0,dark
yj_m,,False,1789604661581,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.6875,-50.809375,302.52518613633833,0.0,94.03626549766135,1028.01,43,3,0,(),0,dark
yj_m,,False,1789604661631,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.25,-50.246875,302.52518613633833,0.0,94.03626549766135,1028.01,52,3,0,(),0,dark
yj_m,,False,1789604661681,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.875,-50.621875,302.52518613633833,0.0,94.03626549766135,1028.01,46,3,0,(),0,dark
yj_m,,False,1789604661731,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.1875,-50.309375,302.52518613633833,0.0,94.03626549766135,1028.01,51,3,0,(),0,dark
yj_m,,False,1789604661781,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.5625,-50.934375,302.52518613633833,0.0,94.03626549766135,1028.01,41,3,0,(),0,dark
yj_m,,False,1789604661831,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.1875,-51.309375,302.52518613633833,0.0,94.03626549766135,1028.01,35,3,0,(),0,dark
yj_m,,False,1789604661881,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.8125,-50.684375,302.52518613633833,0.0,94.03626549766135,1028.01,45,4,0,(),0,dark
yj_m,,False,1789604661931,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.0,-50.496875,302.52518613633833,0.0,94.03626549766135,1028.01,48,4,0,(),0,dark
yj_m,,False,1789604661981,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.25,-50.246875,302.52518613633833,0.0,94.03626549766135,1028.01,52,4,0,(),0,dark
yj_m,,False,1789604662031,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.8125,-49.684375,302.52518613633833,0.0,94.03626549766135,1028.01,61,4,0,(),0,dark
yj_m,,False,1789604662081,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.6875,-50.809375,302.52518613633833,0.0,94.03626549766135,1028.01,43,4,0,(),0,dark
yj_m,,False,1789604662131,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.75,-50.746875,302.52518613633833,0.0,94.03626549766135,1028.01,44,4,0,(),0,dark
yj_m,,False,1789604662181,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.0,-50.496875,302.52518613633833,0.0,94.03626549766135,1028.01,48,4,0,(),0,dark
yj_m,,False,1789604662231,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.5,-50.996875,302.52518613633833,0.0,94.03626549766135,1028.01,40,4,0,(),0,dark
yj_m,,False,1789604662281,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.9375,-50.559375,302.52518613633833,0.0,94.03626549766135,1028.01,47,4,0,(),0,dark
yj_m,,False,1789604662331,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.4375,-51.059375,302.52518613633833,0.0,94.03626549766135,1028.01,39,4,0,(),0,dark
yj_m,,False,1789604662381,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.0625,-50.434375,302.52518613633833,0.0,94.03626549766135,1028.01,49,4,0,(),0,dark
yj_m,,False,1789604662431,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,3.25,-50.246875,302.52518613633833,0.0,94.03626549766135,1028.01,52,4,0,(),0,dark
yj_m,,False,1789604662481,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.875,-50.621875,302.52518613633833,0.0,94.03626549766135,1028.01,46,4,0,(),0,dark
yj_m,,False,1789604662531,,,,0.0,0.016264794953566575,0.0,4.21212677946888e-07,0.0,435.67499999999995,1.0,0.0024488678200343937,3.947966421592236e-10,2.8125,-50.684375,302.52518613633833,0.0,94.03626549766135,1028.01,45,4,0,(),0,dark
